S.No,User ID,Name,Email,Phone,Onboard Date,Install Date,App Version,Package Version,GAID,IDFA,Net Revenue,Payment Count,First Payment Date,Last Payment Date,Onboard Campaign Display ID,Onboard Campaign Name,Campaign ID,Ad Set ID,Ad Set Name,Ad ID,Ad Name
11,user_5859641941,Aarav Iyer,aarav.iyer@example.com,+919842766837,2026-07-10 00:00:00,2026-07-07 00:00:00,4.2.0,1.20.5,8721c0fc-249a-c658-0876-b34d77d0696d,,766.73,4,2026-07-13 00:00:00,2026-07-18 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
12,user_8259708764,Rohan Kapoor,rohan.kapoor@example.com,+919868244660,2026-07-16 00:00:00,2026-07-16 00:00:00,4.0.9,1.21.4,e58dfb76-6953-25c2-586f-1a06784c0240,,4581.67,5,2026-07-20 00:00:00,2026-08-02 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
13,user_4766926196,Arjun Kapoor,arjun.kapoor@example.com,+919842795090,2026-07-14 00:00:00,2026-07-14 00:00:00,4.0.7,1.23.4,4bc9a816-0dff-8f3a-e841-f6cb5218c3cc,,4519.66,5,2026-07-17 00:00:00,2026-08-05 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
14,user_8154141154,Aarav Bose,aarav.bose@example.com,+919883303892,2026-07-23 00:00:00,2026-07-23 00:00:00,4.3.9,1.22.1,,,2814.91,2,2026-07-26 00:00:00,2026-08-02 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
15,user_8422477078,Kabir Patel,kabir.patel@example.com,+919813211072,2026-07-03 00:00:00,2026-07-03 00:00:00,4.2.2,1.21.3,1fb11789-2144-d96f-cad7-efd085074b55,,2963.26,5,2026-07-06 00:00:00,2026-07-06 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
16,user_6688044740,Arjun Kapoor,arjun.kapoor@example.com,+919829223569,2026-07-07 00:00:00,2026-07-05 00:00:00,4.3.3,1.23.2,,,419.27,2,2026-07-07 00:00:00,2026-07-21 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
17,user_2014544730,Aarav Nair,aarav.nair@example.com,+919816711183,2026-07-13 00:00:00,2026-07-11 00:00:00,4.0.4,1.25.2,,,1024.05,1,2026-07-17 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
18,user_6138778762,Rohan Reddy,rohan.reddy@example.com,+919834295551,2026-07-26 00:00:00,2026-07-23 00:00:00,4.1.8,1.24.2,,,1270.54,2,2026-07-28 00:00:00,2026-07-31 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
19,user_5681443756,Arjun Patel,arjun.patel@example.com,+919820234747,2026-07-20 00:00:00,2026-07-19 00:00:00,4.3.8,1.21.4,ed3f6af5-e53e-5520-4d0a-03a5fa257a76,,3400.76,2,2026-07-22 00:00:00,2026-07-26 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
20,user_3354091884,Aarav Desai,aarav.desai@example.com,+919835012803,2026-07-20 00:00:00,2026-07-18 00:00:00,4.1.0,1.29.3,,,617.39,5,2026-07-22 00:00:00,2026-07-28 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
21,user_1709421666,Sara Kapoor,sara.kapoor@example.com,+919891614989,2026-07-04 00:00:00,2026-07-01 00:00:00,4.3.3,1.27.4,,A51C822A-C6DA-3D4B-8E56-5D771064120D,1738.85,3,2026-07-07 00:00:00,2026-07-08 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
22,user_9815489870,Ananya Desai,ananya.desai@example.com,+919870180496,2026-07-17 00:00:00,2026-07-16 00:00:00,4.1.5,1.22.4,,,2594.02,5,2026-07-17 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
23,user_4101855596,Ishita Kapoor,ishita.kapoor@example.com,+919893647491,2026-07-20 00:00:00,2026-07-17 00:00:00,4.1.0,1.24.3,cc6bc3d9-db4e-ddb7-4350-65c3b91f99e2,,547.17,1,2026-07-21 00:00:00,2026-08-08 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
24,user_2952213843,Meera Desai,meera.desai@example.com,+919852385487,2026-07-28 00:00:00,2026-07-25 00:00:00,4.3.7,1.25.5,82b3da88-d210-7331-a66a-d43816a66d06,,2017.54,2,2026-07-29 00:00:00,2026-08-03 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
25,user_6575157646,Aarav Iyer,aarav.iyer@example.com,+919866967235,2026-07-17 00:00:00,2026-07-16 00:00:00,4.0.0,1.29.1,858d35c3-748f-dda2-be9e-5a852503044d,,215.06,1,2026-07-20 00:00:00,2026-08-05 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
26,user_9841269717,Diya Nair,diya.nair@example.com,+919856063799,2026-07-17 00:00:00,2026-07-14 00:00:00,4.1.7,1.26.1,5d2f0ae7-3a2c-3b1e-eeb5-3e3e16053070,,1816.82,3,2026-07-21 00:00:00,2026-07-27 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
27,user_8557420993,Aarav Nair,aarav.nair@example.com,+919873426878,2026-07-16 00:00:00,2026-07-14 00:00:00,4.3.7,1.22.3,8caf5394-cb14-4114-2f01-071e3f19f012,,2503.9,2,2026-07-19 00:00:00,2026-07-25 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
28,user_7494549362,Kabir Kapoor,kabir.kapoor@example.com,+919886151549,2026-07-03 00:00:00,2026-07-03 00:00:00,4.1.4,1.21.2,f2dfa3f5-5ce1-981a-46c8-625cb0fca62a,,3179.65,3,2026-07-07 00:00:00,2026-07-12 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
29,user_6691904279,Meera Iyer,meera.iyer@example.com,+919879699325,2026-07-26 00:00:00,2026-07-25 00:00:00,4.0.4,1.26.4,1e86c88d-e835-cc8d-d6de-581bb934455f,,4989.34,1,2026-07-29 00:00:00,2026-08-12 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
30,user_6413339495,Aarav Nair,aarav.nair@example.com,+919870625156,2026-07-06 00:00:00,2026-07-05 00:00:00,4.3.2,1.23.2,69228d2f-4ff1-9555-3561-d35b08225c8c,,2496.39,4,2026-07-07 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
31,user_9695270982,Ishita Kapoor,ishita.kapoor@example.com,+919894610046,2026-07-08 00:00:00,2026-07-05 00:00:00,4.3.9,1.20.5,39de06d2-5b09-9107-ddb0-4f03844edf72,,1600.96,1,2026-07-10 00:00:00,2026-07-29 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
32,user_6980480720,Diya Nair,diya.nair@example.com,+919818067332,2026-07-20 00:00:00,2026-07-18 00:00:00,4.3.6,1.25.2,c654afe7-f484-40df-1f42-1646aaa5e49f,,1325.08,3,2026-07-22 00:00:00,2026-07-24 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
33,user_5942619068,Vikram Nair,vikram.nair@example.com,+919888200301,2026-07-09 00:00:00,2026-07-06 00:00:00,4.2.8,1.24.5,2aae08cf-c4ae-ecda-79a8-290f33b0e0c7,,3391.98,3,2026-07-10 00:00:00,2026-07-26 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
34,user_8383879955,Kabir Patel,kabir.patel@example.com,+919844007502,2026-07-12 00:00:00,2026-07-12 00:00:00,4.0.0,1.20.2,,,461.17,3,2026-07-15 00:00:00,2026-08-02 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
35,user_5047498643,Meera Desai,meera.desai@example.com,+919820137945,2026-07-10 00:00:00,2026-07-09 00:00:00,4.0.9,1.28.3,9d819680-6268-d9cf-7820-87cda46f0613,,4781.36,3,2026-07-12 00:00:00,2026-07-12 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
36,user_7421124086,Diya Desai,diya.desai@example.com,+919873490533,2026-07-06 00:00:00,2026-07-03 00:00:00,4.0.2,1.29.1,f7617a48-61c2-aba7-7316-d27ce135ad8a,,382.05,4,2026-07-07 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
37,user_6727425771,Vikram Nair,vikram.nair@example.com,+919856529274,2026-07-08 00:00:00,2026-07-08 00:00:00,4.0.0,1.25.5,64d6f0d3-fad3-a609-8b37-4934ed2d94d9,,1347.81,1,2026-07-11 00:00:00,2026-07-31 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212480,Static_Product_Blue_1
38,user_3140473701,Kabir Iyer,kabir.iyer@example.com,+919896738717,2026-07-08 00:00:00,2026-07-07 00:00:00,4.1.5,1.25.5,b073563a-9f22-051a-5543-aa8b28d2fe33,,4062.96,4,2026-07-10 00:00:00,2026-07-21 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
39,user_1173400243,Arjun Iyer,arjun.iyer@example.com,+919893426890,2026-07-03 00:00:00,2026-07-03 00:00:00,4.3.7,1.20.2,b46c48e0-e2b7-a437-1a2b-9de0d15d9306,,740.3,3,2026-07-06 00:00:00,2026-07-22 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
40,user_9518643664,Arjun Kapoor,arjun.kapoor@example.com,+919896066980,2026-07-11 00:00:00,2026-07-09 00:00:00,4.1.9,1.24.1,53ad385a-aece-88c0-b739-d06f5e229623,,1801.43,2,2026-07-12 00:00:00,2026-07-30 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
41,user_8154445413,Kabir Desai,kabir.desai@example.com,+919861896997,2026-07-09 00:00:00,2026-07-08 00:00:00,4.1.0,1.22.5,95e512e0-78ca-2b0b-0382-da63f94bd3c6,,1485.51,2,2026-07-11 00:00:00,2026-07-24 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
42,user_2603873428,Aarav Nair,aarav.nair@example.com,+919851500210,2026-07-12 00:00:00,2026-07-10 00:00:00,4.3.4,1.23.3,,,2140.96,1,2026-07-12 00:00:00,2026-07-29 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
43,user_9146174201,Kabir Iyer,kabir.iyer@example.com,+919875534148,2026-07-22 00:00:00,2026-07-19 00:00:00,4.3.1,1.22.2,,,2819.55,2,2026-07-23 00:00:00,2026-08-06 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
44,user_3400591902,Vikram Iyer,vikram.iyer@example.com,+919830349379,2026-07-12 00:00:00,2026-07-09 00:00:00,4.0.0,1.24.5,,,587.82,2,2026-07-13 00:00:00,2026-07-24 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
45,user_3393881118,Rohan Reddy,rohan.reddy@example.com,+919838849686,2026-07-17 00:00:00,2026-07-16 00:00:00,4.2.4,1.23.2,fddc2adb-33c3-b169-c9ff-f907ff45bef2,,2523.42,4,2026-07-20 00:00:00,2026-07-31 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
46,user_2331475122,Ishita Sharma,ishita.sharma@example.com,+919879020871,2026-07-06 00:00:00,2026-07-06 00:00:00,4.3.0,1.23.0,,,769.13,5,2026-07-06 00:00:00,2026-07-14 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
47,user_7049620628,Aarav Desai,aarav.desai@example.com,+919893713171,2026-07-27 00:00:00,2026-07-26 00:00:00,4.0.0,1.29.1,,,2115.5,4,2026-07-31 00:00:00,2026-08-03 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
48,user_3552070277,Kabir Reddy,kabir.reddy@example.com,+919845517772,2026-07-19 00:00:00,2026-07-17 00:00:00,4.2.3,1.22.1,a07cf779-5d5b-c589-fe07-2355cf8dd1a7,,1898.44,4,2026-07-21 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
49,user_5519216005,Rohan Desai,rohan.desai@example.com,+919822715522,2026-07-23 00:00:00,2026-07-22 00:00:00,4.2.8,1.23.0,27d63e83-1b17-35fa-58f4-39582d6328b7,,1988.44,2,2026-07-24 00:00:00,2026-08-06 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
50,user_4812951693,Meera Patel,meera.patel@example.com,+919846690772,2026-07-25 00:00:00,2026-07-25 00:00:00,4.0.6,1.25.1,,,2263.52,3,2026-07-26 00:00:00,2026-08-10 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
51,user_7994881208,Arjun Sharma,arjun.sharma@example.com,+919877759801,2026-07-08 00:00:00,2026-07-05 00:00:00,4.0.1,1.27.3,,,1217.99,1,2026-07-12 00:00:00,2026-07-23 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
52,user_7214022693,Kabir Kapoor,kabir.kapoor@example.com,+919889640131,2026-07-18 00:00:00,2026-07-17 00:00:00,4.0.9,1.20.2,92a09317-8a8a-03e9-99c5-36cb601de4fe,,2672.11,1,2026-07-18 00:00:00,2026-08-03 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
53,user_2123077272,Ishita Reddy,ishita.reddy@example.com,+919834818244,2026-07-11 00:00:00,2026-07-09 00:00:00,4.0.5,1.24.4,fd4a7b1c-780c-8caa-bc9b-ac6e30341358,,2129.06,5,2026-07-12 00:00:00,2026-07-27 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
54,user_8546521336,Ishita Nair,ishita.nair@example.com,+919842454535,2026-07-18 00:00:00,2026-07-18 00:00:00,4.0.7,1.20.4,,,2546.5,2,2026-07-19 00:00:00,2026-07-21 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
55,user_2669164231,Diya Iyer,diya.iyer@example.com,+919892819789,2026-07-28 00:00:00,2026-07-26 00:00:00,4.3.7,1.21.0,,58858898-EDC9-540D-096B-F49355709601,4201.61,2,2026-07-28 00:00:00,2026-08-10 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
56,user_1900153962,Ananya Reddy,ananya.reddy@example.com,+919827183815,2026-07-25 00:00:00,2026-07-24 00:00:00,4.1.9,1.27.0,,,2014.44,4,2026-07-27 00:00:00,2026-08-06 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
57,user_1628229471,Diya Desai,diya.desai@example.com,+919894722044,2026-07-14 00:00:00,2026-07-12 00:00:00,4.2.6,1.25.4,feadad5a-020e-f264-3237-4ec64ea73225,,3518.95,1,2026-07-16 00:00:00,2026-07-25 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
58,user_4669930138,Ishita Iyer,ishita.iyer@example.com,+919897019950,2026-07-17 00:00:00,2026-07-17 00:00:00,4.3.3,1.27.3,838aa639-58aa-99d5-1855-b106f1104848,,1327.29,4,2026-07-21 00:00:00,2026-07-24 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
59,user_9644432788,Kabir Nair,kabir.nair@example.com,+919891953799,2026-07-15 00:00:00,2026-07-15 00:00:00,4.1.0,1.26.2,4802ccbe-5552-a4f2-6b4a-16315df79937,,2315.31,5,2026-07-17 00:00:00,2026-07-26 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
60,user_8688387893,Vikram Kapoor,vikram.kapoor@example.com,+919812168166,2026-07-16 00:00:00,2026-07-14 00:00:00,4.2.0,1.29.5,e14e9799-d20d-654b-1a21-2df257711534,,699.93,5,2026-07-16 00:00:00,2026-07-30 00:00:00,GA_20000000000,Summer_Sale_Android,GA_20000000000,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
