S.No,User ID,Name,Email,Phone,Onboard Date,Install Date,App Version,Package Version,GAID,IDFA,Net Revenue,Payment Count,First Payment Date,Last Payment Date,Campaign ID,Campaign Name,Ad Set ID,Ad Set Name,Ad ID,Ad Name
20,user_2144232976,Vikram Reddy,vikram.reddy@example.com,+919828907858,2026-07-10 00:00:00,2026-07-10 00:00:00,4.0.1,1.27.0,746fe5b9-67ba-7848-22c9-1b83a417a0fe,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
21,user_4067340921,Meera Patel,meera.patel@example.com,+919834038235,2026-07-23 00:00:00,2026-07-22 00:00:00,4.1.4,1.25.4,418bfbb0-79a2-ed17-d2e7-08c833080a1d,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
22,user_5852926161,Arjun Iyer,arjun.iyer@example.com,+919870872592,2026-07-14 00:00:00,2026-07-13 00:00:00,4.1.0,1.26.4,e484a550-eebf-1fce-6915-5cca16535f4c,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
23,user_1530360014,Arjun Reddy,arjun.reddy@example.com,+919842519866,2026-07-17 00:00:00,2026-07-15 00:00:00,4.3.1,1.24.4,1955bf31-3473-f51f-fb7a-3b3ba6bd1348,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
24,user_7188623507,Meera Desai,meera.desai@example.com,+919883860274,2026-07-23 00:00:00,2026-07-23 00:00:00,4.3.4,1.27.0,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
25,user_8255795526,Diya Kapoor,diya.kapoor@example.com,+919876113142,2026-07-26 00:00:00,2026-07-26 00:00:00,4.0.3,1.27.4,afc3eec0-55c2-d7f4-887a-ae6a2c42eeac,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
26,user_3137380173,Arjun Iyer,arjun.iyer@example.com,+919865174696,2026-07-19 00:00:00,2026-07-17 00:00:00,4.0.8,1.20.4,f46cc2ff-6197-6f87-abda-3a974fcb694e,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212480,Static_Product_Blue_1
27,user_9990320161,Arjun Sharma,arjun.sharma@example.com,+919832383655,2026-07-20 00:00:00,2026-07-17 00:00:00,4.0.8,1.27.3,9018081e-fd49-6ca3-cd12-d4578b435ef0,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
28,user_9246415134,Kabir Desai,kabir.desai@example.com,+919880461862,2026-07-11 00:00:00,2026-07-08 00:00:00,4.2.1,1.23.3,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
29,user_6515085994,Vikram Iyer,vikram.iyer@example.com,+919857693879,2026-07-23 00:00:00,2026-07-23 00:00:00,4.1.9,1.27.0,3a2daad0-27d0-c0a4-31b0-f869091eb5ff,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
30,user_3742195609,Sara Patel,sara.patel@example.com,+919881084261,2026-07-19 00:00:00,2026-07-17 00:00:00,4.1.8,1.29.4,87c52404-b38c-d305-329e-5b83b7baf0a6,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
31,user_1416018169,Ananya Reddy,ananya.reddy@example.com,+919842124674,2026-07-08 00:00:00,2026-07-06 00:00:00,4.1.1,1.24.3,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
32,user_2551872045,Kabir Iyer,kabir.iyer@example.com,+919877871344,2026-07-10 00:00:00,2026-07-07 00:00:00,4.2.8,1.23.0,048bd52f-cc81-f272-af6a-3e68a0c4214d,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
33,user_4608692897,Aarav Sharma,aarav.sharma@example.com,+919847996293,2026-07-28 00:00:00,2026-07-25 00:00:00,4.0.9,1.20.1,1d6d2a93-2f3d-c554-3087-bbf925849de2,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
34,user_7508108663,Ishita Patel,ishita.patel@example.com,+919867724528,2026-07-25 00:00:00,2026-07-25 00:00:00,4.1.9,1.25.0,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
35,user_3597906609,Aarav Nair,aarav.nair@example.com,+919822724062,2026-07-09 00:00:00,2026-07-06 00:00:00,4.0.5,1.21.5,5ec50631-bd45-0232-5c0c-a7f4743621bb,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
36,user_4913999527,Kabir Nair,kabir.nair@example.com,+919831479795,2026-07-19 00:00:00,2026-07-17 00:00:00,4.3.2,1.25.4,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
37,user_3013654164,Kabir Iyer,kabir.iyer@example.com,+919811421983,2026-07-14 00:00:00,2026-07-13 00:00:00,4.2.9,1.20.1,cc1e0437-120f-ac4a-2f50-31f8b8fe90a6,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
38,user_9589449341,Vikram Reddy,vikram.reddy@example.com,+919896203384,2026-07-10 00:00:00,2026-07-07 00:00:00,4.1.1,1.26.4,13ab6410-8877-e8e7-2e95-050791cfb3fa,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
39,user_8078147280,Sara Patel,sara.patel@example.com,+919811446898,2026-07-25 00:00:00,2026-07-24 00:00:00,4.0.4,1.24.2,8138093c-66cc-59ee-7192-d0d741b2bb99,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
40,user_5103171105,Arjun Kapoor,arjun.kapoor@example.com,+919861864821,2026-07-17 00:00:00,2026-07-17 00:00:00,4.1.6,1.27.1,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212480,Static_Product_Blue_1
41,user_7862636229,Arjun Sharma,arjun.sharma@example.com,+919859066690,2026-07-17 00:00:00,2026-07-14 00:00:00,4.2.7,1.24.4,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
42,user_8234138594,Vikram Sharma,vikram.sharma@example.com,+919817085548,2026-07-02 00:00:00,2026-07-01 00:00:00,4.2.6,1.20.4,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212480,Static_Product_Blue_1
43,user_2046719170,Meera Patel,meera.patel@example.com,+919880244115,2026-07-27 00:00:00,2026-07-26 00:00:00,4.0.7,1.22.1,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
44,user_3268170977,Diya Sharma,diya.sharma@example.com,+919826686740,2026-07-23 00:00:00,2026-07-20 00:00:00,4.2.7,1.22.5,dc72f57f-3422-dc67-1e32-f28974a8039f,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
45,user_4153728821,Sara Desai,sara.desai@example.com,+919841998986,2026-07-24 00:00:00,2026-07-21 00:00:00,4.3.1,1.28.2,87e04c32-be6e-0ec5-c728-d4205d3068a3,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
46,user_2028369939,Sara Reddy,sara.reddy@example.com,+919843414984,2026-07-11 00:00:00,2026-07-09 00:00:00,4.1.0,1.20.0,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
47,user_9510435244,Kabir Sharma,kabir.sharma@example.com,+919874962660,2026-07-20 00:00:00,2026-07-20 00:00:00,4.3.5,1.23.2,473de855-8aa9-7466-38f9-c6381a3b72a8,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
48,user_6403379166,Rohan Patel,rohan.patel@example.com,+919830224613,2026-07-26 00:00:00,2026-07-26 00:00:00,4.2.2,1.29.2,9facee45-d271-58ee-cf26-9e1f7282e11f,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212611,Video_15s_Testimonial_2
49,user_3334885940,Rohan Kapoor,rohan.kapoor@example.com,+919867980506,2026-07-23 00:00:00,2026-07-21 00:00:00,4.3.7,1.24.0,e00bad83-7646-b25e-18d6-1a2594a1851e,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
50,user_4786918958,Ananya Patel,ananya.patel@example.com,+919839360489,2026-07-25 00:00:00,2026-07-23 00:00:00,4.2.5,1.25.0,b1a8ba71-c39f-4143-b999-69f87ea8ac6b,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212611,Video_15s_Testimonial_2
51,user_2066462799,Ishita Desai,ishita.desai@example.com,+919858545774,2026-07-17 00:00:00,2026-07-15 00:00:00,4.2.0,1.25.5,664ba437-38a1-7111-514f-7eb07551913f,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
52,user_1761447600,Kabir Nair,kabir.nair@example.com,+919822044652,2026-07-26 00:00:00,2026-07-24 00:00:00,4.3.4,1.20.1,27a0170a-8a62-3c58-63e7-281ccc0d9ea1,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212744,Carousel_Bestsellers_3
53,user_3342711941,Arjun Iyer,arjun.iyer@example.com,+919854898667,2026-07-21 00:00:00,2026-07-19 00:00:00,4.0.4,1.21.2,d778dac7-a6b5-5031-05b8-16d3f7670afa,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212480,Static_Product_Blue_1
54,user_8579368744,Rohan Patel,rohan.patel@example.com,+919862933133,2026-07-27 00:00:00,2026-07-24 00:00:00,4.2.5,1.25.5,7d2fae96-386f-66b4-b652-f0893ed5d3a1,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
55,user_4665771948,Ishita Patel,ishita.patel@example.com,+919860731151,2026-07-23 00:00:00,2026-07-23 00:00:00,4.0.7,1.28.5,fc56a5ba-d383-f380-c1cd-cb4d691d71a5,,0,0,,,GA_20000000000,Summer_Sale_Android,103524064077,Lookalike_1pct_3,101898212611,Video_15s_Testimonial_2
56,user_4183568246,Meera Sharma,meera.sharma@example.com,+919895253012,2026-07-26 00:00:00,2026-07-26 00:00:00,4.3.2,1.25.1,ea624d07-6ba3-0b97-ec6e-8dac6beeb176,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
57,user_4950210465,Arjun Desai,arjun.desai@example.com,+919818367738,2026-07-09 00:00:00,2026-07-09 00:00:00,4.3.0,1.29.3,1d645dad-bb13-c04c-4ef6-39bc78b09bd1,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
58,user_8375505674,Aarav Reddy,aarav.reddy@example.com,+919889830832,2026-07-05 00:00:00,2026-07-04 00:00:00,4.1.7,1.22.2,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212744,Carousel_Bestsellers_3
59,user_5110366791,Vikram Bose,vikram.bose@example.com,+919874775285,2026-07-12 00:00:00,2026-07-09 00:00:00,4.1.6,1.20.1,f4a88795-ea0c-7c14-6711-d224e32de445,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063912,Interest_Fitness_2,101898212744,Carousel_Bestsellers_3
60,user_9048987309,Kabir Desai,kabir.desai@example.com,+919859870013,2026-07-26 00:00:00,2026-07-26 00:00:00,4.3.3,1.26.4,,,0,0,,,GA_20000000000,Summer_Sale_Android,103524063818,Core_Audience_1,101898212480,Static_Product_Blue_1
